Maize_Sample	345dcc18d51f44572bd67c08e5e95b8b	074e66f75650948b8df12cfe2ffb5f37	060fdbbfa61cbfb4d47350dc2a2019cd	d2208d27b5df4c53eb547f7ac45f4d6b	574d164310944193d8fc13dc10346e58	8cb92babedb9f4ff7bedee4ac4f47370	3e00a33b844a56c2e00acedeffc43b5e	0f5f7693288de84f4ade2e6abaa2440f	561ed5d9dab98c645f731a40b7b63fa4	a6d4742d8c802171498b62b6d79b1764	Location	Date_Taken	Sample_Type	Soil_Test_Number	PlantA_Or_B	Notes	GA_Microbiome	Living_Mulch	Endophyte	R1_Fastq_Name	R2_Fastq_Name	reads	Growing_Degree_Days	GPSlatitude	GPSlongitude	Living_Mulch_Treatment	quant_reading	Sample_or_Control	precipIntensity	precipProbability	temperatureHigh	temperatureLow	dewPoint	humidity	windSpeed	uvIndex	Sampling_Number	Lime_Buffer_Capacity	pH	Water_pH	Base_Saturation_perc	Cation_Exchange_Capacity	Ca_ppm	Cd_ppm	Cr_ppm	Cu_ppm	Fe_ppm	K_ppm	Mg_ppm	Mn_ppm	Mo_ppm	Na_ppm	Ni_ppm	P_ppm	Pb_ppm	Zn_ppm	Organic_Matter_perc	N_perc	Sampling_NumberGDD	Plate	Row	Column	Well	Concentration
GA1829Kb1400	0	1	0	1	1	1	1	0	0	0	Watkinsville_IronHorse	2018-06-21	Stalk		b		True	False	False	GA1829Kb1400_S83_L001_R1_001.fastq.gz	GA1829Kb1400_S83_L001_R2_001.fastq.gz	48230	1400.0	33.86801	-83.45004		57.733332999999995	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.9981970000000002	8.327869	29.0	329.0	4.9	5.5	61.4	7.41	778.0	0.025	0.025	0.97	8.01	66.8	52.5	31.68	0.025	10.73	2.24	23.77	0.35	3.9	3.03	0.11	291400.0	1	G	11	G11	57.7333333333
GA1834Ka1400	0	1	0	1	1	0	1	0	1	0	Cave_Spring	2018-06-20	Stalk		a		True	False	False	GA1834Ka1400_S20_L001_R1_001.fastq.gz	GA1834Ka1400_S20_L001_R2_001.fastq.gz	63616	1400.0	34.14887	-85.29406999999999		54.433333	Sample	0.00223038	0.25822779999999995	79.63228000000001	58.09936999999999	57.3819	0.7322784999999999	2.277848	8.21519	34.0	510.0	5.65	6.25	87.1	17.17	2374.0	0.025	0.025	1.07	6.3	448.2	227.1	75.92	0.025	8.03	0.33	95.65	0.13	8.61	4.7	0.17	341400.0	1	B	8	B8	54.4333333333
GA1810Ka600	0	0	0	0	0	0	0	0	0	0	Midville	2018-05-07	Stalk		a	_maybe_replace_SWVT	True	False	False	GA1810Ka600_S42_L001_R1_001.fastq.gz	GA1810Ka600_S42_L001_R2_001.fastq.gz	22520	600.0	32.87781	-82.21692		50.566666999999995	Sample	0.003737705	0.3814754	80.98607	59.5459	58.80475	0.7388524999999999	4.611967	8.016392999999999	10.0	172.0	5.84	6.44	84.3	3.15	348.0	0.06	0.07	0.28	12.77	163.2	56.1	5.1	0.02	7.65	1.15	26.45	0.58	2.81	0.98	0.07	10600.0	1	D	6	D6	50.5666666667
GA1827Ka600	0	1	1	0	0	0	0	1	0	0	Watkinsville_IronHorse	2018-05-21	Stalk		a		True	False	False	GA1827Ka600_S170_L001_R1_001.fastq.gz	GA1827Ka600_S170_L001_R2_001.fastq.gz	100591	600.0	33.868179999999995	-83.45		51.5	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.9981970000000002	8.327869	27.0	474.0	5.84	6.44	77.9	6.96	920.0	0.025	0.025	1.28	6.55	72.4	70.9	45.5	0.025	8.89	1.3	16.86	0.24	3.28	3.02	0.11	27600.0	2	G	2	G2	51.5
GA1824Ka1400	0	0	1	1	0	0	1	0	1	0	Watkinsville_IronHorse	2018-06-21	Stalk		a		True	False	False	GA1824Ka1400_S72_L001_R1_001.fastq.gz	GA1824Ka1400_S72_L001_R2_001.fastq.gz	54000	1400.0	33.868120000000005	-83.44997		72.466667	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.9981970000000002	8.327869	24.0	272.0	5.44	6.04	80.4	7.72	1033.0	0.025	0.025	1.54	7.9	98.1	89.3	29.02	0.025	8.92	0.41	35.41	0.06	10.39	3.32	0.1	241400.0	1	F	12	F12	72.46666666670001
GA183Kb1400	0	1	0	1	1	1	1	0	1	0	Dawson	2018-05-31	Stalk		b		True	False	False	GA183Kb1400_S58_L001_R1_001.fastq.gz	GA183Kb1400_S58_L001_R2_001.fastq.gz	48850	1400.0	31.62073	-84.52261999999999		104.633333	Sample	0.003861017	0.26288140000000004	80.80271	59.061690000000006	57.94831	0.7277965999999999	4.6067800000000005	8.067797	3.0	154.0	4.86	5.46	69.7	3.83	456.0	0.02	0.02	1.36	18.2	56.3	26.0	14.93	0.02	6.49	0.68	74.0	0.49	4.09	0.69	0.01	31400.0	1	E	10	E10	104.6333333333
GA184Ka1400	1	1	0	0	1	1	1	1	1	0	Fitzgerald	2018-05-31	Stalk		a		True	False	False	GA184Ka1400_S70_L001_R1_001.fastq.gz	GA184Ka1400_S70_L001_R2_001.fastq.gz	33806	1400.0	31.66868	-83.30303		146.0	Sample	0.001486441	0.1333898	79.90034	60.10508000000001	59.26356	0.7445763000000001	4.1525419999999995	8.118644	4.0	215.0	4.93	5.53	53.7	3.81	309.0	0.02	0.05	0.51	13.11	92.5	29.6	11.33	0.02	4.14	3.48	39.8	1.03	6.04	1.3	0.02	41400.0	1	F	10	F10	146.0
GA181Ka1400	0	1	0	1	1	1	1	0	0	0	Pavo	2018-05-31	Stalk		a		True	False	False	GA181Ka1400_S147_L001_R1_001.fastq.gz	GA181Ka1400_S147_L001_R2_001.fastq.gz	100188	1400.0	30.9823	-83.66018000000001		52.9	Sample	0.004208475	0.2908475	81.38237	60.77203000000001	58.81763	0.7152542	3.931525	8.423729	1.0	616.0	6.24	6.84	95.8	13.69	1966.0	0.025	0.14	0.71	23.72	368.8	263.6	30.46	0.025	33.12	0.94	74.2	0.13	6.5	5.6	0.17	11400.0	2	E	3	E3	52.9
GA1829Ka1400	0	1	0	0	1	1	1	0	0	0	Watkinsville_IronHorse	2018-06-21	Stalk		a		True	False	False	GA1829Ka1400_S123_L001_R1_001.fastq.gz	GA1829Ka1400_S123_L001_R2_001.fastq.gz	127712	1400.0	33.86801	-83.45004		54.333332999999996	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.9981970000000002	8.327869	29.0	329.0	4.9	5.5	61.4	7.41	778.0	0.025	0.025	0.97	8.01	66.8	52.5	31.68	0.025	10.73	2.24	23.77	0.35	3.9	3.03	0.11	291400.0	2	C	3	C3	54.3333333333
GA1812Kb600	0	0	0	0	1	0	0	0	0	0	Plains_Production_corn	2018-05-07	Stalk		b		True	False	False	GA1812Kb600_S77_L001_R1_001.fastq.gz	GA1812Kb600_S77_L001_R2_001.fastq.gz	19271	600.0	32.03573	-84.37585		37.033333	Sample	0.004391803	0.3129508	80.59115	59.78934	57.9841	0.7195081999999999	4.946393	8.229508000000001	12.0	280.0	5.94	6.54	85.9	5.31	558.0	0.02	0.09	0.35	10.2	105.6	175.8	14.5	0.02	9.59	2.45	48.26	0.29	2.64	2.48	0.09	12600.0	1	G	5	G5	37.0333333333
GA1815Ka1400	0	1	0	1	1	1	1	0	1	0	Arlington	2018-05-31	Stalk		a		True	False	False	GA1815Ka1400_S48_L001_R1_001.fastq.gz	GA1815Ka1400_S48_L001_R2_001.fastq.gz	120896	1400.0	31.42077	-84.67211999999999		84.43333299999999	Sample	0.004491525	0.24101689999999998	80.17237	59.71356	59.14	0.7488136	3.836102	8.305085	15.0	170.0	5.5	6.1	76.8	3.38	446.0	0.02	0.02	0.84	5.99	59.6	23.8	15.29	0.02	4.46	0.5	15.4	0.19	1.84	1.06	0.03	151400.0	1	D	12	D12	84.4333333333
GA1834Kb6002	0	0	0	0	1	0	0	0	0	0	Cave_Spring	2018-05-02	Stalk		b	No_records_on_why_two_samples_from_plant_B_were_taken_but_both_samples_should_be_from_the_same_plant_	True	False	False	GA1834Kb600-2_S98_L001_R1_001.fastq.gz	GA1834Kb600-2_S98_L001_R2_001.fastq.gz	106843	600.0	34.14886	-85.29418000000001		42.933333000000005	Sample	0.00223038	0.25822779999999995	79.63228000000001	58.09936999999999	57.3819	0.7322784999999999	2.277848	8.21519	34.0	682.0	6.15	6.75	95.2	20.78	3307.0	0.07	0.02	1.12	4.56	446.1	248.6	153.7	0.025	9.01	3.41	70.6	0.18	10.72	5.73	0.23	34600.0	2	A	2	A2	42.9333333333
GA1827Ka1400	0	1	0	1	1	0	1	0	1	0	Watkinsville_IronHorse	2018-06-21	Stalk		a		True	False	False	GA1827Ka1400_S24_L001_R1_001.fastq.gz	GA1827Ka1400_S24_L001_R2_001.fastq.gz	66023	1400.0	33.86823	-83.45		87.366667	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.9981970000000002	8.327869	27.0	367.0	6.05	6.65	91.3	8.6	1131.0	0.025	0.025	0.13	9.55	60.0	239.3	7.84	0.025	11.82	1.22	14.0	0.27	0.66	3.54	0.09	271400.0	1	B	12	B12	87.3666666667
GA1825Ka600	0	1	0	0	1	0	1	0	0	0	Watkinsville_IronHorse	2018-05-21	Stalk		a		True	False	False	GA1825Ka600_S93_L001_R1_001.fastq.gz	GA1825Ka600_S93_L001_R2_001.fastq.gz	34433	600.0	33.86809	-83.45011		101.2	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.9981970000000002	8.327869	25.0	335.0	6.31	6.91	97.3	6.42	1076.0	0.025	0.025	0.49	5.24	74.8	75.4	43.3	0.025	9.47	0.29	13.06	0.08	2.68	2.71	0.05	25600.0	1	H	9	H9	101.2
GA184Kb1400	0	1	0	1	1	1	1	0	1	1	Fitzgerald	2018-05-31	Stalk		b		True	False	False	GA184Kb1400_S11_L001_R1_001.fastq.gz	GA184Kb1400_S11_L001_R2_001.fastq.gz	63209	1400.0	31.66868	-83.30303		74.9	Sample	0.001486441	0.1333898	79.90034	60.10508000000001	59.26356	0.7445763000000001	4.1525419999999995	8.118644	4.0	215.0	4.93	5.53	53.7	3.81	309.0	0.02	0.05	0.51	13.11	92.5	29.6	11.33	0.02	4.14	3.48	39.8	1.03	6.04	1.3	0.02	41400.0	1	A	11	A11	74.9
GA1830Ka600	0	0	1	1	0	0	0	0	0	0	Athens	2018-05-18	Stalk		a		True	False	False	GA1830Ka600_S6_L001_R1_001.fastq.gz	GA1830Ka600_S6_L001_R2_001.fastq.gz	22342	600.0	33.72173	-83.30781		43.066666999999995	Sample	0.0031758059999999998	0.30854840000000006	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	30.0	865.0	6.11	6.71	80.2	7.36	924.0	0.025	0.025	0.55	63.29	105.9	116.4	52.0	0.025	10.72	4.09	30.04	0.14	1.15	2.22	0.06	30600.0	1	A	6	A6	43.0666666667
GA1814Kb1400	0	0	0	1	1	1	1	0	0	0	Dawson	2018-05-31	Stalk		b		True	False	False	GA1814Kb1400_S122_L001_R1_001.fastq.gz	GA1814Kb1400_S122_L001_R2_001.fastq.gz	150622	1400.0	31.66647	-84.5211		43.533333	Sample	0.003861017	0.26288140000000004	80.80271	59.061690000000006	57.94831	0.7277965999999999	4.6067800000000005	8.067797	14.0	171.0	5.11	5.71	63.7	3.13	302.0	0.02	0.02	0.49	9.86	58.9	32.9	20.95	0.02	13.75	0.23	51.1	0.35	1.4	0.75	0.01	141400.0	2	C	2	C2	43.5333333333
GA182Ka1400	0	1	0	1	1	1	1	0	1	0	Hawkinsville	2018-05-31	Stalk		a		True	False	False	GA182Ka1400_S32_L001_R1_001.fastq.gz	GA182Ka1400_S32_L001_R2_001.fastq.gz	52667	1400.0	32.18356	-83.57857		79.06666700000001	Sample	0.003737288	0.28440679999999996	79.50050999999999	59.96136	56.173730000000006	0.6822034	5.405593	7.8474580000000005	2.0	217.0	6.77	7.37	100.0	8.19	1095.0	0.02	0.1	1.84	23.57	96.8	290.9	17.57	0.02	10.19	1.45	152.4	0.42	10.68	1.39	0.03	21400.0	1	C	8	C8	79.0666666667
GA188Ka1400	0	1	0	1	1	1	1	0	1	0	Wadley	2018-06-07	Stalk		a		True	False	False	GA188Ka1400_S4_L001_R1_001.fastq.gz	GA188Ka1400_S4_L001_R2_001.fastq.gz	9285	1400.0	32.96007	-82.55033		103.93333299999999	Sample	0.003618033	0.3568852	80.9523	58.69607	58.73262	0.7440984	3.482787	7.967213	8.0	434.0	6.06	6.66	92.1	10.78	1222.0	0.06	0.1	0.31	28.14	175.9	399.7	11.74	0.025	5.99	1.47	115.9	0.58	8.48	4.13	0.19	81400.0	1	A	4	A4	103.9333333333
GA1836Ka900	0	0	0	1	1	1	1	0	0	0	Athens	2018-06-01	Stalk		a		True	False	False	GA1836Ka900_S65_L001_R1_001.fastq.gz	GA1836Ka900_S65_L001_R2_001.fastq.gz	10365	900.0	33.71668	-83.30863000000001		110.6	Sample	0.0031758059999999998	0.30854840000000006	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	36.0	401.0	6.17	6.77	90.6	5.68	681.0	0.03	0.03	0.33	9.06	44.0	189.3	5.83	0.03	10.04	0.41	4.3	0.79	0.015	2.61	0.06	36900.0	1	F	5	F5	110.6
GA1813Ka600	0	0	0	0	0	0	0	0	0	0	Tennile	2018-05-07	Stalk		a		True	False	False	GA1813Ka600_S55_L001_R1_001.fastq.gz	GA1813Ka600_S55_L001_R2_001.fastq.gz	29468	600.0	32.892559999999996	-82.76508000000001		32.4	Sample	0.003480328	0.3142623	80.08606999999999	58.223769999999995	58.49869	0.7581967	3.129836	7.803278999999999	13.0	433.0	6.56	7.16	100.0	6.42	1065.5	0.02	0.045	0.935	8.795	135.9	90.8	14.3	0.02	11.21	1.39	51.36	1.015	3.23	1.39	0.04	13600.0	1	E	7	E7	32.4
GA1834Kb6001	0	0	0	1	1	0	1	0	1	0	Cave_Spring	2018-05-02	Stalk		b	No_records_on_why_two_samples_from_plant_B_were_taken_but_both_samples_should_be_from_the_same_plant_	True	False	False	GA1834Kb600-1_S109_L001_R1_001.fastq.gz	GA1834Kb600-1_S109_L001_R2_001.fastq.gz	91543	600.0	34.14886	-85.29418000000001		57.36666700000001	Sample	0.00223038	0.25822779999999995	79.63228000000001	58.09936999999999	57.3819	0.7322784999999999	2.277848	8.21519	34.0	682.0	6.15	6.75	95.2	20.78	3307.0	0.07	0.02	1.12	4.56	446.1	248.6	153.7	0.025	9.01	3.41	70.6	0.18	10.72	5.73	0.23	34600.0	2	B	1	B1	57.3666666667
GA1836Kb900	0	1	0	1	0	0	0	0	0	0	Athens	2018-06-01	Stalk		b		True	False	False	GA1836Kb900_S27_L001_R1_001.fastq.gz	GA1836Kb900_S27_L001_R2_001.fastq.gz	8107	900.0	33.71668	-83.30863000000001		68.866722	Sample	0.0031758059999999998	0.30854840000000006	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	36.0	401.0	6.17	6.77	90.6	5.68	681.0	0.03	0.03	0.33	9.06	44.0	189.3	5.83	0.03	10.04	0.41	4.3	0.79	0.015	2.61	0.06	36900.0	1	C	3	C3	68.8667223333
GA1811Ka1400	0	1	0	1	1	1	1	0	0	0	Fort_Valley	2018-06-07	Stalk		a		True	False	False	GA1811Ka1400_S76_L001_R1_001.fastq.gz	GA1811Ka1400_S76_L001_R2_001.fastq.gz	15781	1400.0	32.501540000000006	-83.94552		98.43333299999999	Sample	0.0036770490000000004	0.30032790000000004	79.52705	59.882459999999995	58.004259999999995	0.7219671999999999	5.210656	8.114754	11.0	317.0	4.92	5.52	60.3	6.86	628.0	0.05	0.05	0.33	17.16	179.7	62.4	31.63	0.02	5.24	0.91	75.2	0.26	6.98	2.28	0.08	111400.0	1	G	4	G4	98.4333333333
GA187Kb1400	0	0	0	0	1	0	1	0	0	0	Tifton-Dryland	2018-06-07	Stalk		b		True	False	False	GA187Kb1400_S75_L001_R1_001.fastq.gz	GA187Kb1400_S75_L001_R2_001.fastq.gz	12088	1400.0	31.52226	-83.55033		53.666723	Sample	0.002557377	0.23868850000000003	81.72738000000001	62.062459999999994	61.283280000000005	0.7526229999999999	3.991967	8.327869	7.0	160.0	4.61	5.21	36.5	2.25	131.0	0.02	0.02	0.29	14.88	22.7	10.6	5.87	0.02	4.0	0.39	19.2	0.43	1.74	0.58	0.02	71400.0	1	G	3	G3	53.6667233333
GA1829Ka600	0	0	0	0	0	0	0	0	0	0	Watkinsville_IronHorse	2018-05-21	Stalk		a		True	False	False	GA1829Ka600_S181_L001_R1_001.fastq.gz	GA1829Ka600_S181_L001_R2_001.fastq.gz	123103	600.0	33.86799	-83.45004		48.566666999999995	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.9981970000000002	8.327869	29.0	364.0	6.01	6.61	87.2	6.42	925.0	0.02	0.02	0.56	5.58	89.8	83.8	46.9	0.02	9.47	0.56	7.66	0.08	3.63	2.49	0.07	29600.0	2	H	1	H1	48.5666666667
GA1832Ka600	0	1	0	1	1	1	0	0	0	0	Rome	2018-05-02	Stalk		a		True	False	False	GA1832Ka600_S84_L001_R1_001.fastq.gz	GA1832Ka600_S84_L001_R2_001.fastq.gz	80556	600.0	34.33791	-85.13029		65.666667	Sample	0.002581013	0.2781013	79.48671	58.986959999999996	56.99646	0.7126581999999999	2.479241	8.35443	32.0	453.0	4.98	5.58	58.9	9.07	586.0	0.05	0.025	0.42	14.41	282.8	196.8	106.5	0.025	10.53	2.24	77.04	0.36	1.14	2.3	0.06	32600.0	1	G	12	G12	65.6666666667
GA186Kb1400	0	1	0	1	1	0	1	0	0	0	Tifton-Irrigated	2018-06-07	Stalk		b		True	False	False	GA186Kb1400_S52_L001_R1_001.fastq.gz	GA186Kb1400_S52_L001_R2_001.fastq.gz	3758	1400.0	31.48767	-83.52071		115.66666699999999	Sample	0.003	0.2611475	81.60738	61.94607	61.25656	0.7552459	4.001311	8.327869	6.0	180.0	4.66	5.26	54.1	3.59	299.0	0.05	0.05	0.3	36.91	72.3	28.0	10.96	0.02	6.53	0.68	44.9	0.95	4.33	0.96	0.03	61400.0	1	E	4	E4	115.6666666667
GA188Kb1400	0	1	0	1	1	1	1	0	1	0	Wadley	2018-06-07	Stalk		b		True	False	False	GA188Kb1400_S64_L001_R1_001.fastq.gz	GA188Kb1400_S64_L001_R2_001.fastq.gz	10738	1400.0	32.96007	-82.55033		120.7	Sample	0.003618033	0.3568852	80.9523	58.69607	58.73262	0.7440984	3.482787	7.967213	8.0	434.0	6.06	6.66	92.1	10.78	1222.0	0.06	0.1	0.31	28.14	175.9	399.7	11.74	0.025	5.99	1.47	115.9	0.58	8.48	4.13	0.19	81400.0	1	F	4	F4	120.7
GA1817Ka1400	0	0	0	0	1	0	0	0	1	0	Plains_SWVT	2018-06-07	Stalk		a		True	False	False	GA1817Ka1400_S17_L001_R1_001.fastq.gz	GA1817Ka1400_S17_L001_R2_001.fastq.gz	11724	1400.0	32.03617	-84.37588000000001		68.966667	Sample	0.004391803	0.3129508	80.58918	59.78705	57.9841	0.7195081999999999	4.946393	8.229508000000001	17.0	288.0	4.86	5.46	54.9	5.7	412.0	0.02	0.02	0.32	10.82	100.1	94.3	23.15	0.02	5.84	0.98	27.6	0.57	2.89	2.62	0.07	171400.0	1	B	5	B5	68.96666666670001
GA1830Kb600	0	0	0	0	0	0	0	0	0	0	Athens	2018-05-18	Stalk		b		True	False	False	GA1830Kb600_S30_L001_R1_001.fastq.gz	GA1830Kb600_S30_L001_R2_001.fastq.gz	25367	600.0	33.72173	-83.30781		63.666667000000004	Sample	0.0031758059999999998	0.30854840000000006	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	30.0	865.0	6.11	6.71	80.2	7.36	924.0	0.025	0.025	0.55	63.29	105.9	116.4	52.0	0.025	10.72	4.09	30.04	0.14	1.15	2.22	0.06	30600.0	1	C	6	C6	63.6666666667
GA1832Kb600	0	1	0	0	1	0	0	0	0	0	Rome	2018-05-02	Stalk		b		True	False	False	GA1832Kb600_S94_L001_R1_001.fastq.gz	GA1832Kb600_S94_L001_R2_001.fastq.gz	38966	600.0	34.33791	-85.13029		162.033333	Sample	0.002581013	0.2781013	79.48671	58.986959999999996	56.99646	0.7126581999999999	2.479241	8.35443	32.0	453.0	4.98	5.58	58.9	9.07	586.0	0.05	0.025	0.42	14.41	282.8	196.8	106.5	0.025	10.53	2.24	77.04	0.36	1.14	2.3	0.06	32600.0	1	H	10	H10	162.0333333333
GA1830Kb1400	0	1	0	1	1	0	1	0	1	0	Athens	2018-06-19	Stalk		b		True	False	False	GA1830Kb1400_S80_L001_R1_001.fastq.gz	GA1830Kb1400_S80_L001_R2_001.fastq.gz	32402	1400.0	33.7218	-83.30788000000001		70.633333	Sample	0.0031758059999999998	0.30854840000000006	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	30.0	232.0	5.65	6.25	80.1	5.0	614.0	0.02	0.02	0.4	68.87	65.8	86.6	24.25	0.02	9.34	2.58	17.03	0.08	0.87	1.55	0.05	301400.0	1	G	8	G8	70.6333333333
GA1824Kb1400	0	0	0	0	1	1	0	0	1	0	Watkinsville_IronHorse	2018-06-21	Stalk		b		True	False	False	GA1824Kb1400_S36_L001_R1_001.fastq.gz	GA1824Kb1400_S36_L001_R2_001.fastq.gz	83395	1400.0	33.868120000000005	-83.44997		78.166667	Sample	0.003667213	0.3090164	81.84344	63.1641	62.49885	0.7665574	2.9981970000000002	8.327869	24.0	272.0	5.44	6.04	80.4	7.72	1033.0	0.025	0.025	1.54	7.9	98.1	89.3	29.02	0.025	8.92	0.41	35.41	0.06	10.39	3.32	0.1	241400.0	1	C	12	C12	78.1666666667
GA184Kb600	0	0	0	0	0	0	0	0	0	0	Fitzgerald	2018-05-02	Stalk		b		True	False	False	GA184Kb600_S50_L001_R1_001.fastq.gz	GA184Kb600_S50_L001_R2_001.fastq.gz	4020	600.0	31.66868	-83.30319		63.2	Sample	0.001486441	0.1333898	79.90034	60.10508000000001	59.26356	0.7445763000000001	4.1525419999999995	8.118644	4.0	213.0	5.27	5.87	68.7	4.29	434.0	0.05	0.05	0.51	13.77	144.5	45.7	13.9	0.04	7.0	2.46	43.89	0.9	5.14	1.34	0.04	4600.0	1	E	2	E2	63.2
GA1814Ka600	0	0	0	0	0	0	0	0	0	0	Dawson	2018-05-02	Stalk		a		True	False	False	GA1814Ka600_S37_L001_R1_001.fastq.gz	GA1814Ka600_S37_L001_R2_001.fastq.gz	1896	600.0	31.66634	-84.52099		124.0	Sample	0.003861017	0.26288140000000004	80.80271	59.061690000000006	57.94831	0.7277965999999999	4.6067800000000005	8.067797	14.0	233.5	4.695	5.295	42.8	3.9	233.5	0.02	0.07	1.205	25.31	87.15	32.75	20.65	0.02	9.845	0.85	90.04	0.86	7.605	0.94	0.01	14600.0	1	D	1	D1	124.0
GA182Kb1400	1	1	0	1	1	1	1	0	1	0	Hawkinsville	2018-05-31	Stalk		b		True	False	False	GA182Kb1400_S97_L001_R1_001.fastq.gz	GA182Kb1400_S97_L001_R2_001.fastq.gz	158587	1400.0	32.18356	-83.57857		65.1	Sample	0.003737288	0.28440679999999996	79.50050999999999	59.96136	56.173730000000006	0.6822034	5.405593	7.8474580000000005	2.0	217.0	6.77	7.37	100.0	8.19	1095.0	0.02	0.1	1.84	23.57	96.8	290.9	17.57	0.02	10.19	1.45	152.4	0.42	10.68	1.39	0.03	21400.0	2	A	1	A1	65.1
GA181Kb1400	0	1	0	1	1	1	1	0	1	0	Pavo	2018-05-31	Stalk		b		True	False	False	GA181Kb1400_S82_L001_R1_001.fastq.gz	GA181Kb1400_S82_L001_R2_001.fastq.gz	53613	1400.0	30.9823	-83.66018000000001		78.06666700000001	Sample	0.004208475	0.2908475	81.38237	60.77203000000001	58.81763	0.7152542	3.931525	8.423729	1.0	616.0	6.24	6.84	95.8	13.69	1966.0	0.025	0.14	0.71	23.72	368.8	263.6	30.46	0.025	33.12	0.94	74.2	0.13	6.5	5.6	0.17	11400.0	1	G	10	G10	78.0666666667
GA181Ka600	0	0	0	0	0	0	0	0	0	0	Pavo	2018-05-02	Stalk		a		True	False	False	GA181Ka600_S2_L001_R1_001.fastq.gz	GA181Ka600_S2_L001_R2_001.fastq.gz	2708	600.0	30.982440000000004	-83.66032		51.733333	Sample	0.004208475	0.2908475	81.38237	60.77203000000001	58.81763	0.7152542	3.931525	8.423729	1.0	506.0	5.3	5.9	64.6	9.12	829.0	0.02	0.15	0.47	20.78	279.1	102.3	9.7	0.02	41.86	0.92	53.48	0.1	2.79	4.03	0.16	1600.0	1	A	2	A2	51.7333333333
GA1836Kb1700	0	1	0	1	1	1	1	0	0	0	Athens	2018-07-02	Stalk		b		True	False	False	GA1836Kb1700_S121_L001_R1_001.fastq.gz	GA1836Kb1700_S121_L001_R2_001.fastq.gz	94706	1700.0	33.716640000000005	-83.30858		75.833333	Sample	0.0031758059999999998	0.30854840000000006	82.42355	63.16194	61.83274	0.7496774	2.797581	8.645161	36.0																						361700.0	2	C	1	C1	75.8333333333
GA1811Kb600	0	0	0	1	0	1	0	1	0	0	Fort_Valley	2018-05-07	Stalk		b		True	False	False	GA1811Kb600_S90_L001_R1_001.fastq.gz	GA1811Kb600_S90_L001_R2_001.fastq.gz	30008	600.0	32.501540000000006	-83.9455		60.6	Sample	0.0036770490000000004	0.30032790000000004	79.52705	59.882459999999995	58.004259999999995	0.7219671999999999	5.210656	8.114754	11.0	235.0	5.66	6.26	81.4	5.37	665.0	0.05	0.1	0.26	15.61	136.2	80.4	14.5	0.02	7.04	0.69	65.89	0.31	4.39	2.11	0.11	11600.0	1	H	6	H6	60.6
GA1837Kb600	0	0	0	1	1	0	1	0	0	0	Blairsville	2018-06-01	Stalk		b		True	False	False	GA1837Kb600_S39_L001_R1_001.fastq.gz	GA1837Kb600_S39_L001_R2_001.fastq.gz	9679	600.0	34.84497	-83.9168		47.766728	Sample	0.006410294	0.4620588	81.29485	62.65044	62.91161999999999	0.7870588000000001	2.561029	8.764706	37.0	408.0	5.74	6.34	80.4	7.96	877.0	0.025	0.025	0.45	13.86	134.8	194.2	16.39	0.025	11.27	3.38	32.1	0.34	1.63	4.72	0.14	37600.0	1	D	3	D3	47.7667276667
GA1837Ka600	0	0	0	0	0	0	0	0	0	0	Blairsville	2018-06-01	Stalk		a		True	False	False	GA1837Ka600_S63_L001_R1_001.fastq.gz	GA1837Ka600_S63_L001_R2_001.fastq.gz	9044	600.0	34.84497	-83.9168		54.133391	Sample	0.006410294	0.4620588	81.29485	62.65044	62.91161999999999	0.7870588000000001	2.561029	8.764706	37.0	408.0	5.74	6.34	80.4	7.96	877.0	0.025	0.025	0.45	13.86	134.8	194.2	16.39	0.025	11.27	3.38	32.1	0.34	1.63	4.72	0.14	37600.0	1	F	3	F3	54.133391
GA186Kb600	0	0	0	0	0	0	1	0	0	0	Tifton-Irrigated	2018-05-07	Stalk		b		True	False	False	GA186Kb600_S7_L001_R1_001.fastq.gz	GA186Kb600_S7_L001_R2_001.fastq.gz	27585	600.0	31.48767	-83.52064		97.266667	Sample	0.003	0.2611475	81.60738	61.94607	61.25656	0.7552459	4.001311	8.327869	6.0	186.0	4.88	5.48	57.9	3.57	308.0	0.05	0.07	0.35	44.92	97.1	29.8	6.1	0.02	6.3	0.83	46.09	1.1	4.4	1.0	0.08	6600.0	1	A	7	A7	97.2666666667
